y;ds
1.592;2024-03-25 10:50:00
1.586;2024-03-25 10:55:00
1.592;2024-03-25 11:00:00
1.584;2024-03-25 11:05:00
1.606;2024-03-25 11:10:00
1.6;2024-03-25 11:15:00
1.604;2024-03-25 11:20:00
1.604;2024-03-25 11:25:00
1.604;2024-03-25 11:30:00
1.604;2024-03-25 11:35:00
1.606;2024-03-25 11:40:00
1.606;2024-03-25 11:45:00
1.606;2024-03-25 11:50:00
1.602;2024-03-25 11:55:00
1.594;2024-03-25 12:00:00
1.594;2024-03-25 12:05:00
1.594;2024-03-25 12:10:00
1.594;2024-03-25 12:15:00
1.598;2024-03-25 12:20:00
1.598;2024-03-25 12:25:00
1.6;2024-03-25 12:30:00
1.6;2024-03-25 12:35:00
1.6;2024-03-25 12:40:00
1.6;2024-03-25 12:45:00
1.6;2024-03-25 12:50:00
1.588;2024-03-25 12:55:00
1.58;2024-03-25 13:00:00
1.596;2024-03-25 13:05:00
1.596;2024-03-25 13:10:00
1.596;2024-03-25 13:15:00
1.596;2024-03-25 13:20:00
1.596;2024-03-25 13:25:00
1.596;2024-03-25 13:30:00
1.596;2024-03-25 13:35:00
1.594;2024-03-25 13:40:00
1.594;2024-03-25 13:45:00
1.596;2024-03-25 13:50:00
1.582;2024-03-25 13:55:00
1.582;2024-03-25 14:00:00
1.582;2024-03-25 14:05:00
1.6;2024-03-25 14:10:00
1.586;2024-03-25 14:15:00
1.58;2024-03-25 14:20:00
1.588;2024-03-25 14:25:00
1.588;2024-03-25 14:30:00
1.576;2024-03-25 14:35:00
1.58;2024-03-25 14:40:00
1.58;2024-03-25 14:45:00
1.58;2024-03-25 14:50:00
1.586;2024-03-25 14:55:00
1.588;2024-03-25 15:00:00
1.588;2024-03-25 15:05:00
1.588;2024-03-25 15:10:00
1.588;2024-03-25 15:15:00
1.578;2024-03-25 15:20:00
1.578;2024-03-25 15:25:00
1.596;2024-03-25 15:30:00
1.596;2024-03-25 15:35:00
1.588;2024-03-25 15:40:00
1.588;2024-03-25 15:45:00
1.578;2024-03-25 15:50:00
1.578;2024-03-25 15:55:00
1.58;2024-03-25 16:00:00
1.58;2024-03-25 16:05:00
1.58;2024-03-25 16:10:00
1.58;2024-03-25 16:15:00
1.576;2024-03-25 16:20:00
1.576;2024-03-25 16:25:00
1.576;2024-03-25 16:30:00
1.578;2024-03-25 16:35:00
1.58;2024-03-25 16:40:00
1.596;2024-03-25 16:45:00
1.582;2024-03-26 09:00:00
1.594;2024-03-26 09:05:00
1.582;2024-03-26 09:10:00
1.574;2024-03-26 09:15:00
1.574;2024-03-26 09:20:00
1.574;2024-03-26 09:25:00
1.572;2024-03-26 09:30:00
1.57;2024-03-26 09:35:00
1.568;2024-03-26 09:40:00
1.568;2024-03-26 09:45:00
1.576;2024-03-26 09:50:00
1.576;2024-03-26 09:55:00
1.57;2024-03-26 10:00:00
1.564;2024-03-26 10:05:00
1.564;2024-03-26 10:10:00
1.572;2024-03-26 10:15:00
1.572;2024-03-26 10:20:00
1.578;2024-03-26 10:25:00
1.582;2024-03-26 10:30:00
1.594;2024-03-26 10:35:00
1.594;2024-03-26 10:40:00
1.578;2024-03-26 10:45:00
1.586;2024-03-26 10:50:00
1.58;2024-03-26 10:55:00
1.58;2024-03-26 11:00:00
1.582;2024-03-26 11:05:00
1.568;2024-03-26 11:10:00
1.574;2024-03-26 11:15:00
1.574;2024-03-26 11:20:00
1.57;2024-03-26 11:25:00
1.578;2024-03-26 11:30:00
1.58;2024-03-26 11:35:00
1.58;2024-03-26 11:40:00
1.58;2024-03-26 11:45:00
1.58;2024-03-26 11:50:00
1.58;2024-03-26 11:55:00
1.572;2024-03-26 12:00:00
1.57;2024-03-26 12:05:00
1.57;2024-03-26 12:10:00
1.57;2024-03-26 12:15:00
1.566;2024-03-26 12:20:00
1.566;2024-03-26 12:25:00
1.57;2024-03-26 12:30:00
1.57;2024-03-26 12:35:00
1.572;2024-03-26 12:40:00
1.566;2024-03-26 12:45:00
1.58;2024-03-26 12:50:00
1.606;2024-03-26 12:55:00
1.62;2024-03-26 13:00:00
1.618;2024-03-26 13:05:00
1.618;2024-03-26 13:10:00
1.614;2024-03-26 13:15:00
1.602;2024-03-26 13:20:00
1.602;2024-03-26 13:25:00
1.602;2024-03-26 13:30:00
1.602;2024-03-26 13:35:00
1.602;2024-03-26 13:40:00
1.592;2024-03-26 13:45:00
1.602;2024-03-26 13:50:00
1.602;2024-03-26 13:55:00
1.602;2024-03-26 14:00:00
1.602;2024-03-26 14:05:00
1.594;2024-03-26 14:10:00
1.594;2024-03-26 14:15:00
1.592;2024-03-26 14:20:00
1.592;2024-03-26 14:25:00
1.592;2024-03-26 14:30:00
1.59;2024-03-26 14:35:00
1.58;2024-03-26 14:40:00
1.58;2024-03-26 14:45:00
1.578;2024-03-26 14:50:00
1.578;2024-03-26 14:55:00
1.578;2024-03-26 15:00:00
1.578;2024-03-26 15:05:00
1.578;2024-03-26 15:10:00
1.578;2024-03-26 15:15:00
1.578;2024-03-26 15:20:00
1.578;2024-03-26 15:25:00
1.578;2024-03-26 15:30:00
1.578;2024-03-26 15:35:00
1.578;2024-03-26 15:40:00
1.578;2024-03-26 15:45:00
1.588;2024-03-26 15:50:00
1.588;2024-03-26 15:55:00
1.588;2024-03-26 16:00:00
1.588;2024-03-26 16:05:00
1.58;2024-03-26 16:10:00
1.58;2024-03-26 16:15:00
1.59;2024-03-26 16:20:00
1.582;2024-03-26 16:25:00
1.59;2024-03-26 16:30:00
1.59;2024-03-26 16:35:00
1.59;2024-03-26 16:40:00
1.598;2024-03-26 16:45:00
1.598;2024-03-27 09:00:00
1.58;2024-03-27 09:05:00
1.58;2024-03-27 09:10:00
1.59;2024-03-27 09:15:00
1.594;2024-03-27 09:20:00
1.594;2024-03-27 09:25:00
1.594;2024-03-27 09:30:00
1.588;2024-03-27 09:35:00
1.598;2024-03-27 09:40:00
1.6;2024-03-27 09:45:00
1.6;2024-03-27 09:50:00
1.586;2024-03-27 09:55:00
1.586;2024-03-27 10:00:00
1.598;2024-03-27 10:05:00
1.598;2024-03-27 10:10:00
1.598;2024-03-27 10:15:00
1.598;2024-03-27 10:20:00
1.598;2024-03-27 10:25:00
1.586;2024-03-27 10:30:00
1.596;2024-03-27 10:35:00
1.596;2024-03-27 10:40:00
1.596;2024-03-27 10:45:00
1.608;2024-03-27 10:50:00
1.59;2024-03-27 10:55:00
1.59;2024-03-27 11:00:00
1.598;2024-03-27 11:05:00
1.596;2024-03-27 11:10:00
1.596;2024-03-27 11:15:00
1.6;2024-03-27 11:20:00
1.596;2024-03-27 11:25:00
1.608;2024-03-27 11:30:00
1.608;2024-03-27 11:35:00
1.606;2024-03-27 11:40:00
1.606;2024-03-27 11:45:00
1.596;2024-03-27 11:50:00
1.592;2024-03-27 11:55:00
1.592;2024-03-27 12:00:00
1.606;2024-03-27 12:05:00
1.606;2024-03-27 12:10:00
1.606;2024-03-27 12:15:00
1.596;2024-03-27 12:20:00
1.604;2024-03-27 12:25:00
1.604;2024-03-27 12:30:00
1.604;2024-03-27 12:35:00
1.604;2024-03-27 12:40:00
1.604;2024-03-27 12:45:00
1.604;2024-03-27 12:50:00
1.604;2024-03-27 12:55:00
1.604;2024-03-27 13:00:00
1.596;2024-03-27 13:05:00
1.596;2024-03-27 13:10:00
1.606;2024-03-27 13:15:00
1.608;2024-03-27 13:20:00
1.608;2024-03-27 13:25:00
1.608;2024-03-27 13:30:00
1.608;2024-03-27 13:35:00
1.608;2024-03-27 13:40:00
1.602;2024-03-27 13:45:00
1.602;2024-03-27 13:50:00
1.598;2024-03-27 13:55:00
1.598;2024-03-27 14:00:00
1.608;2024-03-27 14:05:00
1.608;2024-03-27 14:10:00
1.6;2024-03-27 14:15:00
1.608;2024-03-27 14:20:00
1.606;2024-03-27 14:25:00
1.596;2024-03-27 14:30:00
1.596;2024-03-27 14:35:00
1.596;2024-03-27 14:40:00
1.596;2024-03-27 14:45:00
1.596;2024-03-27 14:50:00
1.59;2024-03-27 14:55:00
1.588;2024-03-27 15:00:00
1.588;2024-03-27 15:05:00
1.588;2024-03-27 15:10:00
1.594;2024-03-27 15:15:00
1.594;2024-03-27 15:20:00
1.594;2024-03-27 15:25:00
1.584;2024-03-27 15:30:00
1.59;2024-03-27 15:35:00
1.59;2024-03-27 15:40:00
1.598;2024-03-27 15:45:00
1.598;2024-03-27 15:50:00
1.6;2024-03-27 15:55:00
1.6;2024-03-27 16:00:00
1.598;2024-03-27 16:05:00
1.598;2024-03-27 16:10:00
1.598;2024-03-27 16:15:00
1.59;2024-03-27 16:20:00
1.59;2024-03-27 16:25:00
1.6;2024-03-27 16:30:00
1.6;2024-03-27 16:35:00
1.6;2024-03-27 16:40:00
1.584;2024-03-27 16:45:00
1.584;2024-03-28 09:00:00
1.592;2024-03-28 09:05:00
1.586;2024-03-28 09:10:00
1.594;2024-03-28 09:15:00
1.598;2024-03-28 09:20:00
1.598;2024-03-28 09:25:00
1.598;2024-03-28 09:30:00
1.592;2024-03-28 09:35:00
1.592;2024-03-28 09:40:00
1.586;2024-03-28 09:45:00
1.586;2024-03-28 09:50:00
1.598;2024-03-28 09:55:00
1.598;2024-03-28 10:00:00
1.598;2024-03-28 10:05:00
1.598;2024-03-28 10:10:00
1.588;2024-03-28 10:15:00
1.588;2024-03-28 10:20:00
1.588;2024-03-28 10:25:00
1.588;2024-03-28 10:30:00
1.6;2024-03-28 10:35:00
1.6;2024-03-28 10:40:00
1.592;2024-03-28 10:45:00
1.6;2024-03-28 10:50:00
1.6;2024-03-28 10:55:00
1.6;2024-03-28 11:00:00
1.606;2024-03-28 11:05:00
1.606;2024-03-28 11:10:00
1.6;2024-03-28 11:15:00
1.6;2024-03-28 11:20:00
1.6;2024-03-28 11:25:00
1.6;2024-03-28 11:30:00
1.6;2024-03-28 11:35:00
1.602;2024-03-28 11:40:00
1.6;2024-03-28 11:45:00
1.604;2024-03-28 11:50:00
1.604;2024-03-28 11:55:00
1.604;2024-03-28 12:00:00
1.596;2024-03-28 12:05:00
1.606;2024-03-28 12:10:00
1.61;2024-03-28 12:15:00
1.61;2024-03-28 12:20:00
1.61;2024-03-28 12:25:00
1.61;2024-03-28 12:30:00
1.61;2024-03-28 12:35:00
1.61;2024-03-28 12:40:00
1.61;2024-03-28 12:45:00
1.61;2024-03-28 12:50:00
1.612;2024-03-28 12:55:00
1.618;2024-03-28 13:00:00
1.61;2024-03-28 13:05:00
1.606;2024-03-28 13:10:00
1.61;2024-03-28 13:15:00
1.61;2024-03-28 13:20:00
1.61;2024-03-28 13:25:00
1.61;2024-03-28 13:30:00
1.61;2024-03-28 13:35:00
1.608;2024-03-28 13:40:00
1.6;2024-03-28 13:45:00
1.6;2024-03-28 13:50:00
1.608;2024-03-28 13:55:00
1.604;2024-03-28 14:00:00
1.602;2024-03-28 14:05:00
1.602;2024-03-28 14:10:00
1.602;2024-03-28 14:15:00
1.602;2024-03-28 14:20:00
1.608;2024-03-28 14:25:00
1.608;2024-03-28 14:30:00
1.6;2024-03-28 14:35:00
1.6;2024-03-28 14:40:00
1.6;2024-03-28 14:45:00
